customer_id,region,acquisition_channel,membership_tier,preferred_category,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,churned,latent_segment,recommended_action
C-00986,Victoria,paid-social,none,apparel,27,15,1288.85,85.92,0.192,0.076,2,39,0.541,8.3,1791.5,0,Frequent-regulars,Free shipping threshold reminder
C-00987,South Australia,search,bronze,jackets,32,10,790.06,79.01,0.221,0.154,1,110,0.183,5.4,1137.69,1,Lapsing-customers,Win-back offer with service recovery
C-00988,Western Australia,paid-social,bronze,hydration,4,3,208.06,69.35,0.368,0.091,0,25,0.723,7,241.35,1,Emerging-shoppers,Second-purchase education sequence
C-00989,Queensland,retail-store,none,camp,32,6,415.95,69.33,0.331,0.237,2,107,0.02,5.8,598.97,1,Lapsing-customers,Win-back offer with service recovery
C-00990,Victoria,referral,silver,packs,18,8,495.4,61.93,0.353,0.169,2,114,0.382,6.6,644.02,1,Lapsing-customers,Win-back offer with service recovery
C-00991,Tasmania,referral,silver,recovery,2,1,56.42,56.42,0.183,0.109,1,23,0.56,7.3,64.32,0,Emerging-shoppers,Second-purchase education sequence
C-00992,Western Australia,search,none,accessories,11,13,1070.39,82.34,0.143,0.079,1,31,0.76,7.7,1316.58,1,Frequent-regulars,Free shipping threshold reminder
C-00993,New South Wales,referral,bronze,apparel,16,10,781.94,78.19,0.21,0.07,0,38,0.692,8.6,1000.88,0,Frequent-regulars,Free shipping threshold reminder
C-00994,Queensland,referral,gold,footwear,33,19,2351.86,123.78,0.124,0.082,0,19,0.654,8.2,3410.2,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00995,Queensland,referral,none,camp,23,6,478.59,79.77,0.301,0.183,2,93,0.176,5.9,646.1,1,Lapsing-customers,Win-back offer with service recovery
C-00996,Victoria,search,bronze,camp,20,7,562.38,80.34,0.314,0.159,3,124,0.264,7.7,742.34,1,Lapsing-customers,Win-back offer with service recovery
C-00997,Victoria,paid-social,gold,accessories,34,25,4076.83,163.07,0.057,0.036,1,13,0.72,10,5952.17,0,VIP-loyalists,Early access and premium bundle
C-00998,South Australia,referral,bronze,recovery,8,6,490.81,81.8,0.252,0.097,0,20,0.609,7.7,588.97,0,Emerging-shoppers,Second-purchase education sequence
C-00999,Queensland,retail-store,bronze,camp,23,6,411.29,68.55,0.409,0.167,3,119,0.24,5.8,555.24,1,Lapsing-customers,Win-back offer with service recovery
C-01000,Tasmania,referral,none,camp,12,12,1045.54,87.13,0.202,0,2,27,0.625,6.6,1296.47,1,Frequent-regulars,Free shipping threshold reminder
C-01001,Victoria,search,none,recovery,12,4,314.23,78.56,0.329,0.175,2,189,0.197,4.9,389.65,1,Lapsing-customers,Win-back offer with service recovery
C-01002,Queensland,retail-store,bronze,recovery,6,2,157.51,78.75,0.276,0.092,2,20,0.61,7.9,185.86,1,Emerging-shoppers,Second-purchase education sequence
C-01003,Queensland,retail-store,silver,packs,4,5,373.94,74.79,0.222,0.116,0,24,0.545,7.8,433.77,0,Emerging-shoppers,Second-purchase education sequence
C-01004,Tasmania,organic,none,accessories,23,15,1261.27,84.08,0.12,0.048,0,27,0.56,9.3,1702.71,1,Frequent-regulars,Free shipping threshold reminder
C-01005,Queensland,referral,silver,accessories,25,23,3283.87,142.78,0.139,0.132,1,18,0.731,7.9,4498.9,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01006,New South Wales,paid-social,none,accessories,5,3,265.66,88.55,0.29,0.13,1,21,0.47,8.3,310.82,0,Emerging-shoppers,Second-purchase education sequence
C-01007,Victoria,search,bronze,footwear,35,7,577.01,82.43,0.353,0.122,1,114,0.204,6.1,848.2,1,Lapsing-customers,Win-back offer with service recovery
C-01008,Queensland,retail-store,none,jackets,23,10,864.04,86.4,0.233,0.084,2,35,0.577,8,1166.45,0,Frequent-regulars,Free shipping threshold reminder
C-01009,Queensland,paid-social,silver,jackets,26,8,639.76,79.97,0.273,0.083,1,45,0.657,8.4,882.87,1,Frequent-regulars,Free shipping threshold reminder
C-01010,Queensland,referral,none,packs,12,3,184,61.33,0.226,0.045,2,16,0.565,8.3,228.16,0,Emerging-shoppers,Second-purchase education sequence
C-01011,New South Wales,organic,none,jackets,29,6,469.64,78.27,0.249,0.164,1,107,0.055,5.8,662.19,1,Lapsing-customers,Win-back offer with service recovery
C-01012,Victoria,retail-store,none,jackets,13,4,232.53,58.13,0.238,0.174,0,22,0.605,7.9,290.66,1,Emerging-shoppers,Second-purchase education sequence
C-01013,Western Australia,paid-social,none,packs,2,4,304.68,76.17,0.129,0.076,0,20,0.669,7,347.34,0,Emerging-shoppers,Second-purchase education sequence
C-01014,Victoria,organic,silver,accessories,21,13,1041.53,80.12,0.128,0.03,1,31,0.471,6.2,1385.23,1,Frequent-regulars,Free shipping threshold reminder
C-01015,Queensland,search,bronze,jackets,32,5,324.8,64.96,0.254,0.137,1,139,0.206,6.5,467.71,0,Lapsing-customers,Win-back offer with service recovery
C-01016,Victoria,paid-social,gold,jackets,35,34,5661.92,166.53,0.185,0.005,1,8,0.812,7.7,8323.02,0,VIP-loyalists,Early access and premium bundle
C-01017,Victoria,retail-store,silver,packs,19,3,199.99,66.66,0.342,0.15,2,117,0.02,5.9,261.99,1,Lapsing-customers,Win-back offer with service recovery
C-01018,Tasmania,referral,none,apparel,23,12,988.57,82.38,0.175,0.076,2,25,0.59,7.5,1334.57,0,Frequent-regulars,Free shipping threshold reminder
C-01019,Tasmania,organic,none,footwear,4,5,391.41,78.28,0.169,0.097,0,16,0.764,7.6,454.04,0,Emerging-shoppers,Second-purchase education sequence
C-01020,Victoria,paid-social,bronze,accessories,24,6,475.03,79.17,0.251,0.169,4,129,0.259,7,646.04,1,Lapsing-customers,Win-back offer with service recovery
C-01021,Tasmania,paid-social,none,apparel,2,3,196.93,65.64,0.213,0.1,1,23,0.486,6.2,224.5,0,Emerging-shoppers,Second-purchase education sequence
C-01022,Victoria,search,bronze,accessories,13,10,867.73,86.77,0.15,0.079,2,35,0.768,9.1,1084.66,0,Frequent-regulars,Free shipping threshold reminder
C-01023,Victoria,search,silver,packs,8,6,371.81,61.97,0.282,0.095,0,16,0.609,8.4,446.17,0,Emerging-shoppers,Second-purchase education sequence
C-01024,Tasmania,organic,bronze,hydration,8,4,307.89,76.97,0.189,0.117,0,19,0.595,8.7,369.47,0,Emerging-shoppers,Second-purchase education sequence
C-01025,New South Wales,referral,bronze,camp,15,3,252.87,84.29,0.263,0.11,2,25,0.585,7.4,321.14,0,Emerging-shoppers,Second-purchase education sequence
C-01026,New South Wales,retail-store,none,hydration,6,3,171.68,57.23,0.165,0.127,0,15,0.756,7.7,202.58,0,Emerging-shoppers,Second-purchase education sequence
C-01027,New South Wales,organic,bronze,packs,29,7,496.93,70.99,0.294,0.072,5,130,0.375,6.3,700.67,1,Lapsing-customers,Win-back offer with service recovery
C-01028,Victoria,search,none,hydration,24,5,359.25,71.85,0.392,0.16,3,96,0.338,6,488.58,1,Lapsing-customers,Win-back offer with service recovery
C-01029,Queensland,retail-store,bronze,apparel,13,6,496.67,82.78,0.252,0.073,1,20,0.525,7.4,620.84,1,Emerging-shoppers,Second-purchase education sequence
C-01030,Queensland,referral,silver,camp,24,3,187.77,62.59,0.201,0.096,2,157,0.13,6.2,255.37,1,Lapsing-customers,Win-back offer with service recovery
C-01031,Western Australia,search,gold,camp,34,33,5579.11,169.06,0.127,0.045,0,13,0.764,8.9,8145.5,0,VIP-loyalists,Early access and premium bundle
C-01032,Victoria,paid-social,none,camp,27,7,559.53,79.93,0.254,0.154,1,130,0.148,6.3,777.75,1,Lapsing-customers,Win-back offer with service recovery
C-01033,Western Australia,search,silver,recovery,23,16,1276.7,79.79,0.137,0.104,0,25,0.584,7.2,1723.55,0,Frequent-regulars,Free shipping threshold reminder
C-01034,Victoria,referral,bronze,footwear,29,12,1046.2,87.18,0.117,0.057,0,31,0.469,8.8,1475.14,1,Frequent-regulars,Free shipping threshold reminder
C-01035,Tasmania,search,silver,accessories,22,7,595.05,85.01,0.361,0.151,3,145,0.111,4.7,797.37,1,Lapsing-customers,Win-back offer with service recovery
C-01036,New South Wales,paid-social,silver,apparel,16,21,2683.94,127.81,0.099,0.098,2,21,0.72,7.1,3435.44,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01037,Tasmania,referral,silver,accessories,2,2,158.7,79.35,0.294,0.112,2,24,0.578,7.9,180.92,0,Emerging-shoppers,Second-purchase education sequence
C-01038,South Australia,referral,silver,hydration,29,6,470.04,78.34,0.369,0.12,2,152,0.186,7.2,662.76,1,Lapsing-customers,Win-back offer with service recovery
C-01039,South Australia,retail-store,gold,accessories,18,12,1535.14,127.93,0.128,0.027,3,22,0.76,7.4,1995.68,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01040,South Australia,organic,silver,accessories,32,14,1845.19,131.8,0.081,0.04,1,19,0.738,8.8,2657.07,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01041,Western Australia,search,silver,apparel,5,6,364.09,60.68,0.243,0.065,2,20,0.785,7.8,425.99,0,Emerging-shoppers,Second-purchase education sequence
C-01042,Queensland,retail-store,silver,hydration,9,2,151.94,75.97,0.238,0.117,0,25,0.621,8.6,183.85,0,Emerging-shoppers,Second-purchase education sequence
C-01043,Tasmania,search,none,jackets,18,4,285.31,71.33,0.306,0.123,2,133,0.059,5.3,370.9,1,Lapsing-customers,Win-back offer with service recovery
C-01044,Queensland,retail-store,silver,hydration,2,6,446.63,74.44,0.213,0.062,0,16,0.627,7.7,509.16,0,Emerging-shoppers,Second-purchase education sequence
C-01045,South Australia,organic,none,packs,28,8,645.51,80.69,0.337,0.13,3,160,0.097,5.4,903.71,1,Lapsing-customers,Win-back offer with service recovery
C-01046,Queensland,referral,gold,packs,34,29,4605.4,158.81,0.063,0.089,0,7,0.73,10,6723.88,0,VIP-loyalists,Early access and premium bundle
C-01047,Western Australia,organic,none,recovery,17,1,56.63,56.63,0.231,0.088,0,15,0.669,7.1,73.05,0,Emerging-shoppers,Second-purchase education sequence
C-01048,South Australia,organic,silver,camp,26,12,956.23,79.69,0.186,0.106,1,27,0.465,8.3,1319.6,0,Frequent-regulars,Free shipping threshold reminder
C-01049,South Australia,paid-social,silver,jackets,11,4,292.89,73.22,0.163,0.08,1,21,0.639,6.8,360.25,0,Emerging-shoppers,Second-purchase education sequence
C-01050,South Australia,referral,bronze,footwear,13,13,1039.85,79.99,0.259,0.125,0,32,0.544,6.9,1299.81,0,Frequent-regulars,Free shipping threshold reminder
C-01051,Tasmania,referral,silver,hydration,15,7,547,78.14,0.111,0.051,0,33,0.624,6.4,694.69,0,Frequent-regulars,Free shipping threshold reminder
C-01052,Tasmania,paid-social,silver,apparel,23,17,2322.74,136.63,0.103,0.057,0,15,0.625,7.2,3135.7,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01053,Tasmania,retail-store,silver,accessories,19,12,966.18,80.52,0.173,0.077,3,38,0.698,8.4,1265.7,0,Frequent-regulars,Free shipping threshold reminder
C-01054,South Australia,organic,gold,jackets,29,21,2796.44,133.16,0.126,0.119,2,18,0.71,8.1,3942.98,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01055,Western Australia,paid-social,gold,accessories,42,25,3809.39,152.38,0.065,0.019,1,3,0.856,9,5866.46,0,VIP-loyalists,Early access and premium bundle
C-01056,Queensland,referral,silver,jackets,12,6,439.89,73.31,0.228,0.056,1,20,0.606,8,545.46,0,Emerging-shoppers,Second-purchase education sequence
C-01057,Western Australia,search,none,camp,28,6,477.32,79.55,0.291,0.148,3,104,0.346,6.3,668.25,1,Lapsing-customers,Win-back offer with service recovery
C-01058,Tasmania,referral,none,apparel,22,7,450.32,64.33,0.268,0.155,2,136,0.152,6.7,603.43,1,Lapsing-customers,Win-back offer with service recovery
C-01059,Western Australia,referral,none,recovery,15,3,231.86,77.29,0.168,0.111,1,18,0.712,8.4,294.46,0,Emerging-shoppers,Second-purchase education sequence
C-01060,Western Australia,referral,silver,footwear,23,5,385.17,77.03,0.374,0.135,0,136,0.287,5.4,519.98,1,Lapsing-customers,Win-back offer with service recovery
C-01061,Queensland,referral,bronze,hydration,18,13,1071.87,82.45,0.172,0.052,1,29,0.654,8.3,1393.43,0,Frequent-regulars,Free shipping threshold reminder
C-01062,Queensland,organic,none,footwear,48,6,451.19,75.2,0.281,0.194,3,98,0.232,4,721.9,1,Lapsing-customers,Win-back offer with service recovery
C-01063,Victoria,search,none,footwear,2,2,112.15,56.08,0.26,0.111,0,20,0.532,7.1,127.85,0,Emerging-shoppers,Second-purchase education sequence
C-01064,Tasmania,paid-social,none,footwear,15,5,357.46,71.49,0.245,0.063,0,16,0.729,8.7,453.97,0,Emerging-shoppers,Second-purchase education sequence
C-01065,Queensland,referral,none,hydration,2,3,224.37,74.79,0.155,0.098,3,23,0.683,7.8,255.78,0,Emerging-shoppers,Second-purchase education sequence
C-01066,South Australia,referral,none,accessories,36,6,476.42,79.4,0.287,0.113,2,97,0.235,5.5,705.1,0,Lapsing-customers,Win-back offer with service recovery
C-01067,Tasmania,referral,bronze,apparel,21,9,722.24,80.25,0.131,0.083,0,26,0.489,7,960.58,0,Frequent-regulars,Free shipping threshold reminder
C-01068,Queensland,retail-store,bronze,recovery,13,1,84.11,84.11,0.213,0.127,1,20,0.679,7.5,105.14,0,Emerging-shoppers,Second-purchase education sequence
C-01069,Western Australia,referral,none,footwear,19,6,422.81,70.47,0.3,0.151,2,107,0.167,5.6,553.88,1,Lapsing-customers,Win-back offer with service recovery
C-01070,Tasmania,organic,gold,footwear,30,32,5383.22,168.23,0.069,0.013,1,13,0.945,8.6,7644.17,0,VIP-loyalists,Early access and premium bundle
C-01071,Tasmania,search,silver,packs,19,20,2832.08,141.6,0.101,0.051,0,24,0.86,8.5,3710.02,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01072,Tasmania,paid-social,none,hydration,22,3,224.97,74.99,0.244,0.198,2,153,0.308,6.4,301.46,1,Lapsing-customers,Win-back offer with service recovery
C-01073,Western Australia,paid-social,none,apparel,4,4,269.38,67.34,0.237,0.089,0,20,0.333,7.2,312.48,0,Emerging-shoppers,Second-purchase education sequence
C-01074,Tasmania,search,none,apparel,8,3,191.01,63.67,0.129,0.084,1,24,0.736,7.8,229.21,0,Emerging-shoppers,Second-purchase education sequence
C-01075,South Australia,search,none,recovery,11,4,284.89,71.22,0.184,0.11,0,18,0.713,7.8,350.41,0,Emerging-shoppers,Second-purchase education sequence
C-01076,Western Australia,retail-store,gold,packs,24,31,5156.75,166.35,0,0.002,0,7,0.98,8.1,7013.18,0,VIP-loyalists,Early access and premium bundle
C-01077,South Australia,referral,none,recovery,5,6,367.84,61.31,0.321,0.088,0,18,0.849,7.2,430.37,0,Emerging-shoppers,Second-purchase education sequence
C-01078,Victoria,retail-store,silver,accessories,22,8,640.03,80,0.244,0.116,2,135,0.275,7.2,857.64,1,Lapsing-customers,Win-back offer with service recovery
C-01079,Victoria,search,none,recovery,26,4,232.95,58.24,0.373,0.201,3,104,0.222,7.4,321.47,0,Lapsing-customers,Win-back offer with service recovery
C-01080,Western Australia,organic,gold,jackets,21,25,4414.08,176.56,0.097,0.053,2,14,0.784,9.1,5870.73,0,VIP-loyalists,Early access and premium bundle
C-01081,Tasmania,retail-store,none,apparel,19,13,1100.72,84.67,0.135,0.091,2,30,0.525,8.5,1441.94,1,Frequent-regulars,Free shipping threshold reminder
C-01082,Victoria,paid-social,none,accessories,10,1,60.3,60.3,0.259,0.089,2,14,0.628,7.8,73.57,0,Emerging-shoppers,Second-purchase education sequence
C-01083,Tasmania,search,silver,recovery,30,18,2683.34,149.07,0.09,0.109,2,25,0.717,7.5,3810.34,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01084,Victoria,search,none,hydration,25,5,465.83,93.17,0.38,0.159,3,104,0.108,6.2,638.19,0,Lapsing-customers,Win-back offer with service recovery
C-01085,Western Australia,referral,none,camp,20,11,931.36,84.67,0.127,0.089,2,33,0.651,7.5,1229.4,0,Frequent-regulars,Free shipping threshold reminder
C-01086,New South Wales,organic,bronze,camp,12,12,985.03,82.09,0.235,0.084,3,30,0.583,8.5,1221.44,0,Frequent-regulars,Free shipping threshold reminder
C-01087,Victoria,organic,none,camp,2,4,306.44,76.61,0.217,0.08,3,21,0.577,9.2,349.34,0,Emerging-shoppers,Second-purchase education sequence
C-01088,Victoria,organic,bronze,accessories,25,6,467.6,77.93,0.235,0.141,1,154,0.184,5.7,640.61,1,Lapsing-customers,Win-back offer with service recovery
C-01089,Western Australia,organic,none,apparel,23,13,1108.86,85.3,0.176,0.119,3,36,0.574,7.5,1496.96,0,Frequent-regulars,Free shipping threshold reminder
C-01090,New South Wales,paid-social,silver,hydration,21,22,2712.36,123.29,0.131,0.107,5,14,0.58,7.8,3607.44,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01091,South Australia,organic,silver,camp,21,7,514.3,73.47,0.356,0.176,2,99,0.303,6.1,684.02,1,Lapsing-customers,Win-back offer with service recovery
C-01092,Victoria,search,bronze,footwear,32,6,426.64,71.11,0.302,0.118,2,173,0.316,5.5,614.36,1,Lapsing-customers,Win-back offer with service recovery
C-01093,Victoria,referral,silver,jackets,2,3,195.71,65.24,0.213,0.045,1,13,0.699,8.7,223.11,0,Emerging-shoppers,Second-purchase education sequence
C-01094,Queensland,paid-social,bronze,hydration,11,14,1154.06,82.43,0.189,0.064,1,38,0.536,7.8,1419.49,0,Frequent-regulars,Free shipping threshold reminder
C-01095,Western Australia,organic,none,apparel,19,12,1030.06,85.84,0.198,0.09,0,27,0.422,6.6,1349.38,0,Frequent-regulars,Free shipping threshold reminder
C-01096,Queensland,retail-store,none,footwear,21,15,1234.99,82.33,0.211,0.032,0,36,0.661,8.8,1642.54,0,Frequent-regulars,Free shipping threshold reminder
C-01097,South Australia,retail-store,none,accessories,26,8,600.97,75.12,0.297,0.21,3,102,0.363,3.8,829.34,1,Lapsing-customers,Win-back offer with service recovery
C-01098,Victoria,organic,silver,packs,8,15,1197.55,79.84,0.14,0.095,0,24,0.779,7,1437.06,0,Frequent-regulars,Free shipping threshold reminder
C-01099,Victoria,organic,bronze,accessories,23,15,1063.53,70.9,0.077,0.079,2,18,0.538,8.9,1435.77,0,Frequent-regulars,Free shipping threshold reminder
C-01100,Western Australia,referral,none,jackets,11,3,204.66,68.22,0.198,0.079,1,20,0.679,8.7,251.73,0,Emerging-shoppers,Second-purchase education sequence
C-01101,Tasmania,referral,none,camp,2,4,363.35,90.84,0.341,0.073,0,20,0.624,8.2,414.22,0,Emerging-shoppers,Second-purchase education sequence
C-01102,Tasmania,referral,silver,apparel,40,22,4042.89,183.77,0.106,0.078,0,10,0.877,9.5,6145.19,1,VIP-loyalists,Early access and premium bundle
C-01103,Victoria,referral,bronze,accessories,19,12,1021.89,85.16,0.286,0.074,0,28,0.733,8.4,1338.68,0,Frequent-regulars,Free shipping threshold reminder
C-01104,Western Australia,retail-store,gold,jackets,21,19,2561.04,134.79,0.123,0.067,1,15,0.661,7.9,3406.18,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01105,New South Wales,organic,bronze,recovery,27,10,825.13,82.51,0.22,0.088,2,32,0.39,9.7,1146.93,0,Frequent-regulars,Free shipping threshold reminder
C-01106,Victoria,search,silver,apparel,11,11,867.3,78.85,0.134,0.121,1,36,0.657,7.5,1066.78,0,Frequent-regulars,Free shipping threshold reminder
C-01107,South Australia,organic,none,hydration,21,13,1118.73,86.06,0.228,0.081,2,27,0.633,7.7,1487.91,0,Frequent-regulars,Free shipping threshold reminder
C-01108,Western Australia,paid-social,none,footwear,2,5,353.14,70.63,0.185,0.102,0,15,0.711,7.5,402.58,1,Emerging-shoppers,Second-purchase education sequence
